Date,Device_ID,Device_type,Device,Site,Ambient,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Live_mass,Body_length,Body_width,Count
2023-08-25,AMMOD3_0678,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Noctua,pronuba,1.95,3.9666666666666663,1.0333333333333334,85
2023-08-25,AMMOD3_0679,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,tuguriorum,13.525750000000013,5.991083333333332,2.2562500000000005,4
2023-08-25,AMMOD3_0680,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Botanophila,fugax,4.8100000000000005,4.535,1.6749999999999998,204
2023-08-25,AMMOD3_0681,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Schwenckfeldina,carbonaria,3.12,4.300000000000001,1.165,28
2023-08-25,AMMOD3_0682,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,38
2023-08-25,AMMOD3_0683,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,4
2023-08-25,AMMOD3_0684,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,91
2023-08-25,AMMOD3_0685,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Mythimna,pallens,1.95,3.9666666666666663,1.0333333333333334,24
2023-08-25,AMMOD3_0686,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,133
2023-08-25,AMMOD3_0687,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,variegata,8.696344827586204,5.522551724137931,1.7546666666666675,59
2023-08-25,AMMOD3_0688,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Heleomyzidae,Heleomyzinae,Tephrochlamys,rufiventris,8.696344827586204,5.522551724137931,1.7546666666666675,8
2023-08-25,AMMOD3_0689,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Chrysopsinae,Chrysops,caecutiens,2.56,4.18,1.21,18
2023-08-25,AMMOD3_0690,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,67
2023-08-25,AMMOD3_0691,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,104
2023-08-25,AMMOD3_0692,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,23
2023-08-25,AMMOD3_0693,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,Phytomyza,rufipes,1.27,3.23,0.8766666666666666,3
2023-08-25,AMMOD3_0694,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,Scathophaga,stercoraria,3.1525,3.5658333333333325,1.1741666666666666,37
2023-08-25,AMMOD3_0695,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,flavus,3.0777551020408147,4.416530612244895,1.2977551020408162,18
2023-08-25,AMMOD3_0696,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Corynoptera,perpusilla,3.12,4.300000000000001,1.165,45
2023-08-25,AMMOD3_0697,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Gracillarioidea,Gracillariidae,Gracillariinae,Phyllonorycter,tenerella,1.95,3.9666666666666663,1.0333333333333334,449
2023-08-25,AMMOD3_0698,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Yponomeutoidea,Plutellidae,Plutellinae,Plutella,xylostella,1.95,3.9666666666666663,1.0333333333333334,15
2023-08-25,AMMOD3_0699,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,Hebecnema,umbratica,13.525750000000013,5.991083333333332,2.2562500000000005,1
2023-08-25,AMMOD3_0700,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Lonchopteridae,#child.Lonchopteridae,Lonchoptera,lutea,0.8860000000000001,2.662,0.7869999999999999,21
2023-08-25,AMMOD3_0701,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Mythimna,albipuncta,1.95,3.9666666666666663,1.0333333333333334,181
2023-08-25,AMMOD3_0702,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Pullimosina,pullula,8.696344827586204,5.522551724137931,1.7546666666666675,1
2023-08-25,AMMOD3_0703,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Diaphorinae,Chrysotus,pulchellus,3.9976666666666674,3.9993333333333334,1.274,4
2023-08-25,AMMOD3_0704,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Pipunculinae,Eudorylas,zermattensis,1.6675,3.1899999999999995,1.1375,29
2023-08-25,AMMOD3_0705,AMMOD,AMMOD3,Site3,Meadow,Insecta,Psocoptera,Psocomorpha,Caeciliusetae,Caeciliusoidea,Amphipsocidae,Amphipsocinae,Kolbia,quisquiliarum,24.284088427947573,6.536784934497831,2.114448689956332,13
2023-08-25,AMMOD3_0706,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,albicans,1.2314285714285715,2.912857142857143,0.89,32
2023-08-25,AMMOD3_0707,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Gracillarioidea,Gracillariidae,Gracillariinae,Phyllonorycter,rajella,1.95,3.9666666666666663,1.0333333333333334,121
2023-08-25,AMMOD3_0708,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Phasiinae,Leucostoma,simplex,8.696344827586204,5.522551724137931,1.7546666666666675,63
2023-08-25,AMMOD3_0709,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,Psychoda,alternata,7.582499999999999,5.904,1.128,16
2023-08-25,AMMOD3_0710,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Porricondylinae,Porricondyla,nigripennis,1.6263636363636365,3.475454545454545,0.9245454545454546,9
2023-08-25,AMMOD3_0711,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Hybotidae,Tachydromiinae,Elaphropeza,ephippiata,5.423030303030302,4.323939393939395,1.3303030303030303,19
2023-08-25,AMMOD3_0712,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Empididae,Empidinae,Empis,tessellata,19.676666666666666,7.57,1.8933333333333333,5
2023-08-26,AMMOD3_0713,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,112
2023-08-26,AMMOD3_0714,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,bipunctata,0.9550000000000001,3.165,0.7849999999999999,7
2023-08-26,AMMOD3_0715,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,154
2023-08-26,AMMOD3_0716,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,23
2023-08-26,AMMOD3_0717,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Diaphorinae,Argyra,leucocephala,3.9976666666666674,3.9993333333333334,1.274,1
2023-08-26,AMMOD3_0718,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,Lauxaniinae,Calliopum,aeneum,3.3925757575757585,4.098636363636362,1.2430303030303027,184
2023-08-26,AMMOD3_0719,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,armata,6.208333333333333,3.9266666666666663,1.413333333333333,144
2023-08-26,AMMOD3_0720,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,306
2023-08-26,AMMOD3_0721,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,Tipula,paludosa,25.121999999999996,12.984,1.698,338
2023-08-26,AMMOD3_0722,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,tuguriorum,13.525750000000013,5.991083333333332,2.2562500000000005,1009
2023-08-26,AMMOD3_0723,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Hoplodrina,ambigua,1.95,3.9666666666666663,1.0333333333333334,6
2023-08-26,AMMOD3_0724,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Schwenckfeldina,carbonaria,3.12,4.300000000000001,1.165,155
2023-08-26,AMMOD3_0725,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,134
2023-08-26,AMMOD3_0726,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,1
2023-08-26,AMMOD3_0727,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,264
2023-08-26,AMMOD3_0728,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Mythimna,pallens,1.95,3.9666666666666663,1.0333333333333334,522
2023-08-26,AMMOD3_0729,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,200
2023-08-26,AMMOD3_0730,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,818
2023-08-26,AMMOD3_0731,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,variegata,8.696344827586204,5.522551724137931,1.7546666666666675,65
2023-08-26,AMMOD3_0732,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,8
2023-08-26,AMMOD3_0733,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,aratrix,8.696344827586204,5.522551724137931,1.7546666666666675,57
2023-08-26,AMMOD3_0734,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,2
2023-08-26,AMMOD3_0735,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Phaonia,trimaculata,13.525750000000013,5.991083333333332,2.2562500000000005,286
2023-08-26,AMMOD3_0736,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,flavus,3.0777551020408147,4.416530612244895,1.2977551020408162,23
2023-08-26,AMMOD3_0737,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,manicata,1.2314285714285715,2.912857142857143,0.89,1
2023-08-26,AMMOD3_0738,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Scaptomyza,pallida,8.696344827586204,5.522551724137931,1.7546666666666675,1
2023-08-26,AMMOD3_0739,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,Hebecnema,umbratica,13.525750000000013,5.991083333333332,2.2562500000000005,116
2023-08-26,AMMOD3_0740,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Symphyta,#child.Symphyta,Tenthredinoidea,Athaliidae,Athaliinae,Athalia,cordata,7.853333333333333,6.3500000000000005,1.89,21
2023-08-26,AMMOD3_0741,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,5
2023-08-26,AMMOD3_0742,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culex,pipiens,1.84,4.54,0.99,8
2023-08-26,AMMOD3_0743,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Adia,cinerella,4.8100000000000005,4.535,1.6749999999999998,4
2023-08-26,AMMOD3_0744,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,Clytocerus,ocellaris,7.582499999999999,5.904,1.128,5
2023-08-26,AMMOD3_0745,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Hylemya,urbica,4.8100000000000005,4.535,1.6749999999999998,126
2023-08-26,AMMOD3_0746,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Luciliinae,Lucilia,ampullacea,8.696344827586204,5.522551724137931,1.7546666666666675,127
2023-08-26,AMMOD3_0747,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Tachina,fera,8.696344827586204,5.522551724137931,1.7546666666666675,26
2023-08-26,AMMOD3_0748,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,caudata,1.8561538461538463,3.6023076923076927,0.9615384615384617,7
2023-08-26,AMMOD3_0749,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Haematopota,pluvialis,2.56,4.18,1.21,39
2023-08-26,AMMOD3_0750,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,Psychoda,alternata,7.582499999999999,5.904,1.128,1
2023-08-26,AMMOD3_0751,AMMOD,AMMOD3,Site3,Meadow,Insecta,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Gomphocerinae,Chorthippus,dorsatus,114.27214285714287,17.234285714285715,3.2835714285714284,1
2023-08-26,AMMOD3_0752,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,Hydrellia,griseola,8.696344827586204,5.522551724137931,1.7546666666666675,36
2023-08-26,AMMOD3_0753,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Tabanus,bromius,2.56,4.18,1.21,9
2023-08-26,AMMOD3_0754,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Hybotidae,Tachydromiinae,Elaphropeza,ephippiata,5.423030303030302,4.323939393939395,1.3303030303030303,2
2023-08-26,AMMOD3_0755,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Gelechioidea,Coleophoridae,Coleophorinae,Coleophora,versurella,1.95,3.9666666666666663,1.0333333333333334,8
2023-08-26,AMMOD3_0756,AMMOD,AMMOD3,Site3,Meadow,Insecta,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Pyrochroidae,Pyrochroinae,Schizotus,pectinicornis,13.394999999999998,7.646249999999999,2.03375,8
2023-08-26,AMMOD3_0757,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,trinotata,1.8561538461538463,3.6023076923076927,0.9615384615384617,22
2023-08-26,AMMOD3_0758,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Proctotrupomorpha,Diaprioidea,Diapriidae,Diapriinae,Trichopria,suspecta,0.13,1.83,0.435,3
2023-08-26,AMMOD3_0759,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Braconidae,Microgastrinae,Microplitis,kewleyi,2.5116216216216225,3.7481081081081076,1.0197297297297299,2
2023-08-27,AMMOD3_0760,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,198
2023-08-27,AMMOD3_0761,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,niger,3.0777551020408147,4.416530612244895,1.2977551020408162,256
2023-08-27,AMMOD3_0762,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,421
2023-08-27,AMMOD3_0763,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,Tipula,paludosa,25.121999999999996,12.984,1.698,154
2023-08-27,AMMOD3_0764,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Schwenckfeldina,carbonaria,3.12,4.300000000000001,1.165,56
2023-08-27,AMMOD3_0765,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,159
2023-08-27,AMMOD3_0766,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,1237
2023-08-27,AMMOD3_0767,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,186
2023-08-27,AMMOD3_0768,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,Agromyza,nana,1.27,3.23,0.8766666666666666,986
2023-08-27,AMMOD3_0769,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,600
2023-08-27,AMMOD3_0770,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,variegata,8.696344827586204,5.522551724137931,1.7546666666666675,47
2023-08-27,AMMOD3_0771,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Phlogophora,meticulosa,1.95,3.9666666666666663,1.0333333333333334,3159
2023-08-27,AMMOD3_0772,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Heleomyzidae,Heleomyzinae,Tephrochlamys,rufiventris,8.696344827586204,5.522551724137931,1.7546666666666675,2956
2023-08-27,AMMOD3_0773,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,100
2023-08-27,AMMOD3_0774,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,42
2023-08-27,AMMOD3_0775,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,emarginata,1.2314285714285715,2.912857142857143,0.89,462
2023-08-27,AMMOD3_0776,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,127
2023-08-27,AMMOD3_0777,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culiseta,annulata,1.84,4.54,0.99,251
2023-08-27,AMMOD3_0778,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Scaptomyza,pallida,8.696344827586204,5.522551724137931,1.7546666666666675,1
2023-08-27,AMMOD3_0779,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,polychaeta,6.208333333333333,3.9266666666666663,1.413333333333333,345
2023-08-27,AMMOD3_0780,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Eupteryx,calcarata,5.600163934426228,4.548524590163934,1.525737704918033,35
2023-08-27,AMMOD3_0781,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,Psectrocladius,oxyura,0.9550000000000001,3.165,0.7849999999999999,46
2023-08-27,AMMOD3_0782,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Eupteryx,urticae,5.600163934426228,4.548524590163934,1.525737704918033,2
2023-08-28,AMMOD3_0783,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,112
2023-08-28,AMMOD3_0784,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,81
2023-08-28,AMMOD3_0785,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,1247
2023-08-28,AMMOD3_0786,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,387
2023-08-28,AMMOD3_0787,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,443
2023-08-28,AMMOD3_0788,AMMOD,AMMOD3,Site3,Meadow,Insecta,Coleoptera,Adephaga,Geadephaga,Caraboidea,Carabidae,Platyninae,Calathus,fuscipes,185.01216216216224,15.843693693693686,5.774954954954958,53
2023-08-28,AMMOD3_0789,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,Agromyza,nana,1.27,3.23,0.8766666666666666,18
2023-08-28,AMMOD3_0790,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,testacea,13.525750000000013,5.991083333333332,2.2562500000000005,814
2023-08-28,AMMOD3_0791,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,1
